PRODUCT,MATERIEL,GAMME,REFERENCE,DESCRIPTION,CATALOGUE,IMAGES PRODUIT,IMAGES AMBIENCE,MAIN COLOR,FINITION,ESPACES 1,ESPACES 2,ESPACES 3,ESPACES 4,ESPACES 5,ESPACES 6,UTILISATIONS,UTILISATIONS 2,UTILISATIONS 3,UTILISATIONS 4,UTILISATIONS 5,FORMATS,OPTIONS,FICHE TECNIQUE,ORIGINE
MARRON BALTICO,GRANITO,COLECCIÓN GRANITOS,2000045698,,,MARRON_BALTICO_PRODUCTO_WEB.jpg,,,,,,,,,,all,,,,,,,,
MARRÓN COHIBA ,GRANITO,COLECCIÓN GRANITOS,3000000217,Granito de cor castanha com granumetria grande e fundo cristalino. Para todo o tipo de aplicações.,,MARRON_COHIBA_PRODUCTO_WEB.jpg,,MARRÓN ,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.700 Kg/m3;Reacción a la compresión: 229 Mpa;Resistencia a la flexión: 16,1 Mpa;Absorción de agua: 0,1%",
NEGRO ANGOLA,GRANITO,COLECCIÓN GRANITOS,2000001816,Granito de cor negra com o fundo cristalino e de granumetria media. Grande variedade de aplicações.,,ANGOLA_BLACK_PRODUCTO_WEB.jpg,,NEGRO,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.840 Kg/m3;Reacción a la compresión: 201 Mpa;Resistencia a la flexión: 19,5 Mpa;Absorción de agua: 0,1%",
NEGRO SUDAFRICA ESCURO,GRANITO,COLECCIÓN GRANITOS,3000000241,"Granito preto de grão fino, de composição uniforme. Este material é muito procurado pela Arte Funerária, principalmente no acabamento polido, o mais requisitado.",,NEGRO_SUDAFRICA_PRODUCTO_WEB.jpg,,NEGRO,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.840 Kg/m3;Reacción a la compresión: 201 Mpa;Resistencia a la flexión: 19,5 Mpa;Absorción de agua: 0,1%",
NEGRO ZIMBABWE ,GRANITO,COLECCIÓN GRANITOS,3000000255,"Granito de cor negra com a granumetria fina. Para todo o tipo de aplicações. Os tipos de acabamentos mais comums são: polido, flamejado e couro",,"NEGRO_ZIMBABWE_PRODUCTO_WEB.jpg,NEGRO_ZIMBABWE_RUSTIK_PRODUCTO_WEB.jpg",,NEGRO,"Rustic,POLIDO y Seda",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 3.130 Kg/m3;Reacción a la compresión: 282 Mpa;Resistencia a la flexión: 33,6 Mpa;Absorción de agua: 0,1%",
VERDE UBATUBA,GRANITO,COLECCIÓN GRANITOS,2000001860,"Granito verde escuro com alto teor de óxidos de ferro e magnésio, que afloram em manchas douradas em toda a superfície.",,VERDE_UBATUBA_PRODUCTO_WEB.jpg,,VERDE,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,Densidad aparente: 2620±0.01 Kg/m3;Resistencia a la flexión: 8.59±1.22 Mpa;Absorción de agua: 0.25±0.02 %,
VERDE OLIVA,GRANITO,COLECCIÓN GRANITOS,3000000485,"Granito verde escuro, com presença de concentrações escuras. Para todo o tipo de aplicações embora seja mais utilizado em bancadas de cozinha.",,VERDE_OLIVA_PRODUCTO_WEB.jpg,,VERDE,"Apomazado, POLIDO, Flameado, Seda, Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.646 Kg/m3;Reacción a la compresión: 128,2 Mpa;Resistencia a la flexión: 10,23 Mpa;Absorción de agua: 0,14%",
VERDE SAN FRANCISCO,GRANITO,COLECCIÓN GRANITOS,2000045325,Granito com movimentos e tonalidade verde. Para todo o tipo de aplicações.,,VERDE_SAN_FRANCISCO_PRODUCTO_WEB.jpg,,VERDE,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.613Kg/m3;Absorción de agua: 0,12%",
IVORY BROWN,GRANITO,COLECCIÓN GRANITOS,3000010694,Granito de tonalidades quentes e rosa escuro. Utilizado para todo o tipo de aplicações interiores.,,IVORY_BROWN_PRODUCTO_WEB.jpg,,SALMÓN,POLIDO,all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.650 Kg/m3;Reacción a la compresión: 117 Mpa;Resistencia a la flexión: 11 Mpa;Absorción de agua: 0,15%",
NEGRO ABSOLUTO,GRANITO,COLECCIÓN GRANITOS,3000010835,,,NEGRO_ABSOLUTO_PRODUCTO_WEB.jpg,,,,,,,,,,all,,,,,,,,
NEGRO INTENSO,GRANITO,COLECCIÓN GRANITOS,3000010889,Granito de cor negra intensa com a granumetria muito fina. Grande variedade de aplicações interiores.,,NEGRO_INTENSO_PRODUCTO_WEB.jpg,,NEGRO,POLIDO,all,,,,,,all,,,,,Tablero,,,
BLACK GALAXY,GRANITO,COLECCIÓN GRANITOS,3000010255,Granito de fundo negro pontilhado de forma uniforme de pirites douradas e brilhantes. Grande variedade de aplicações interiores.,,BLACK_GALAXY_PRODUCTO_WEB.jpg,,NEGRO,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero y Banda,,Densidad aparente: 2960 Kg/m3;Absorción de agua:  0.04%,
AZUL EXTREMADURA,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
BLACK FOREST,GRANITO,COLECCIÓN GRANITOS,3000010249,Granito de fundo negro pontilhado de forma uniforme de pirites douradas e brilhantes. Grande variedade de aplicações interiores.,,BLACK_FOREST_PRODUCTO_WEB.jpg,,NEGRO,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero y Banda,,Densidad aparente: 2960 Kg/m3;Absorción de agua:  0.04%,
VIZAG BLUE,GRANITO,COLECCIÓN GRANITOS,3000011416,,,VIZAG_BLUE_PRODUCTO_WEB.jpg,,,,,,,,,,,,,,,,,,
INDIAN MULTICOLOR,GRANITO,COLECCIÓN GRANITOS,3000010686,Granito com tons avermelhados com veios escuros que lhe conferem uma sensação de grande movimento.,,INDIAN_MULTICOLOR_PRODUCTO_WEB.jpg,,ROJO,POLIDO,all,,,,,,all,,,,,Tablero,,,
COLONIAL WHITE,GRANITO,COLECCIÓN GRANITOS,3000010418,Granito verde muito claro com pontos grená. Muito elegante para aplicações interiores.,,COLONIAL_WHITE_PRODUCTO_WEB.jpg,,CREMA,POLIDO,all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.700 Kg/m3;Reacción a la compresión: 188 Mpa;Resistencia a la flexión: 13,37 Mpa;Absorción de agua: 0,22%",INDIA
BLACK KENAI,GRANITO,COLECCIÓN GRANITOS,3000010262,"Este granito de grande durabilidade e resistência caracteriza-se pela sua cor preta e pelos seus veios com grande movimento, em tons predominantemente castanhos.",,BLACK_KENAI_PRODUCTO_WEB.jpg,,CREMA,POLIDO,all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.700 Kg/m3;Reacción a la compresión: 188 Mpa;Resistencia a la flexión: 13,37 Mpa;Absorción de agua: 0,22%",INDIA
ARTICA,GRANITO,COLECCIÓN GRANITOS,3000010188,"Ou o granito ARTICA, com fundo claro com veios e pormenores castanhos e cinzentos, enche qualquer espaço de luz e exclusividade.",,ARTICA_PRODUCTO_WEB.jpg,,CREMA,POLIDO,all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.700 Kg/m3;Reacción a la compresión: 188 Mpa;Resistencia a la flexión: 13,37 Mpa;Absorción de agua: 0,22%",INDIA
KASHMIR GOLD,GRANITO,COLECCIÓN GRANITOS,3000010714,,,,,,,,,,,,,all,,,,,,,,
BLACK HEBENUM,GRANITO,TERRA®,2000050320,"O granito BLACK HEBENUM destaca-se pela sua intensa cor negra e pelo brilho incomparável do seu acabamento polido. A sua uniformidade torna-o na solução idónea para qualquer tipo de cozinha, mas o resultado mais espetacular consegue-se combinando-o com móveis brancos. É também idóneo para quem procuram o efeito total black, que se obtém ligando este material à mobília escura.",,BLACK_HEBENUM_PRODUCTO_WEB.jpg,BLACK_HEBENUM_AMBIENTE_WEB.jpg,NEGRO,POLIDO,COZINHA,,,,,,BANCADA,,,,,Disponible em 2 e 3 cm,,,
SAN GIOVANNI,GRANITO,TERRA®,2000054350,"Um capricho da terra com veios de metal sobre um fundo de granito escuro que resulta neste material espetacular. SAN GIOVANNI evoca intensidade, luxo e exclusividade. Inimitável em sua composição e estrutura que pisca uma originalidade impossível de ignorar.",,SAN_GIOVANNI_PRODUCTO_WEB.jpg,SAN_GIOVANNI_AMBIENTE_WEB.jpg,NEGRO,"POLIDO,LEATHER",COZINHA,,,,,,BANCADA,,,,,Disponible em 2 e 3 cm,,,
ARTICA,GRANITO,TERRA®,2000054278,"Superfícies de pedra robustas, modernas e elegantes. O granito ARTICA, de fundo claro com veios e pormenores castanhos e cinzentos, enche qualquer espaço de luz e exclusividade. Para conseguir aquele acabamento de luxo despretensioso, selecionamos um material de qualidade com beleza serena e compatível com qualquer estilo.",,ARTICA_PRODUCTO_WEB.jpg,ARTICA_AMBIENTE_WEB.jpg,BLANCO,POLIDO,BANHO,COZINHA,SALA DE ESTAR,QUARTO,,,BANCADA,PAREDE INTERIOR,,,,Disponible em 2 e 3 cm,,,
DANTE SILK,GRANITO,TERRA®,2000050576,"Imponente, elegante e retumbante é esta proposta de granito que chamamos de DANTE SILK. O poder decorativo da cor preta intensa a torna versátil para qualquer ambiente. O luxo não precisa ser ostensivo, pode ser algo que se sente através da seleção de materiais. Essa maravilha da natureza é capaz de convencer os minimalistas ou os mais ousados.",,DANTE_SILK_PRODUCTO_WEB.jpg,DANTE_SILK_AMBIENTE_WEB.jpg,NEGRO,LEATHER,BANHO,COZINHA,SALA DE ESTAR,QUARTO,,,BANCADA,PAREDE INTERIOR,,,,Disponible em 2 e 3 cm,,,
AZORES,GRANITO,TERRA®,2000054354,"Descobrir que o granito pode ser quente consegue-se com um material tão nobre como os AZORES. Com tons de areia e tostados, o poder deste granito é a capacidade de encher de charme qualquer espaço. Ao mesmo tempo próximos e exóticos, a sua escolha será essencial para conseguir estes espaços sofisticados, tranquilos, de gosto requintado.",,AZORES_PRODUCTO_WEB.jpg,AZORES_AMBIENTE_WEB.jpg,DORADO,"POLIDO,LEATHER",BANHO,COZINHA,SALA DE ESTAR,QUARTO,,,BANCADA,PAREDE INTERIOR,,,,Disponible em 2 e 3 cm,,,
MARE,GRANITO,TERRA®,2000054348,"Pura inspiração para a criação de espaços autênticos. O granito MARE se destaca por seus veios de luz caprichosos e tons de terra. Combina perfeitamente com outros materiais como madeira, vidro ou metal. Consegue dar forma e personalidade a interiores elegantes com um toque de sofisticação.",,MARE_PRODUCTO_WEB.jpg,MARE_AMBIENTE_WEB.jpg,NEGRO,"POLIDO,LEATHER",BANHO,COZINHA,SALA DE ESTAR,QUARTO,,,BANCADA,PAREDE INTERIOR,,,,Disponible em 2 e 3 cm,,,
PERSIA BIANCA,GRANITO,TERRA®,2000054352,"Inunde o seu espaço de luz com a beleza deste granito PERSIA BIANCA. As opções claras são elegantes para satisfazer os mais exigentes em decorações clássicas ou contemporâneas. Os detalhes avermelhados únicos vão fazer você se apaixonar e destacar seus projetos, destacando as qualidades excepcionais que este material possui.",,PERSIA_BIANCA_PRODUCTO_WEB.jpg,PERSIA_BIANCA_AMBIENTE_WEB.jpg,NEGRO,"POLIDO,LEATHER",BANHO,COZINHA,SALA DE ESTAR,QUARTO,,,BANCADA,PAREDE INTERIOR,,,,Disponible em 2 e 3 cm,,,
FERRO BLACK,GRANITO,TERRA®,3000001429,"A homenagem perfeita à imensidão do universo e suas estrelas. FERRO BLACK é um granito com fundo preto cristalino, ideal para diversos ambientes, dos mais ousados ​​aos mais discretos. Essa maravilha da natureza brilha com elegância e atemporalidade.",,FERRO_BLACK_PRODUCTO_WEB.jpg,FERRO_BLACK_AMBIENTE_WEB.jpg,NEGRO,LEATHER,BANHO,COZINHA,SALA DE ESTAR,QUARTO,,,BANCADA,PAREDE INTERIOR,,,,Disponible em 2 e 3 cm,,,ANGOLA
MÁRMORE VERDE INDIO,MÁRMORE,PEDRA NATURAL,2000054714,"Mármore com tons esverdeados que brilha em superfícies aquosas, dando-lhe uma cor especial que realça a suaaparência elegante e natural.",https://cupastonept.servidor.gal/wp-content/uploads/sites/4/recursos/CUPA_STONE_PEDRA_NATURAL_2022.pdf,"MARMOL_VERDE_COMPOSICION_PRODUCTO_WEB.jpg,MARMOL_VERDE_TEXTURA_PRODUCTO_WEB.jpg",MARMOL_VERDE_AMBIENTE_WEB.jpg,VERDE,ESCOVADO CALIBRADO,,,,,,,,,,,,Mosaico 30x30 / Espessura: 1,,,
BIANCO CREMA,PORCELÁNICO,LAPITEC ,2000050906,"Uma cor que envolve, fascina e aquece o olhar e o toque. Bianco Crema reinterpreta um dos tons mais clássicos em um tom contemporâneo. A sua suavidade estética confere aos quartos um aconchego distinto, desde as superfícies mais suaves (Lux, Satin) até ao toque e toque mais sofisticados dos acabamentos Lithos, Vesuvio e Arena.",,"BIANCO_CREMA_LITHOS_PRODUCTO_WEB.jpg,BIANCO_CREMA_LUX_PRODUCTO_WEB.jpg,BIANCO_CREMA_SATIN_PRODUCTO_WEB.jpg,BIANCO_CREMA_VESUVIO_PRODUCTO_WEB.jpg",BIANCO_CREMA_AMBIENTE_WEB.jpg,CREMA,"Brillo,Satin y texturizados (tipo Lithos o Vesuvio)",all,,,,,,all,,,,,Estándar: Tabla XXL  3365x1500 mm/Espesor: 12-30 mm,,"Reacción a la compresión: 483 N;mm2 2 Resistencia a la flexión: 53 N;mm2 Absorción de agua: 0,1%",ITALIA
GRIGIO PIOMBO,PORCELÁNICO,LAPITEC ,2000051720,"É a cor da elegância e da formalidade, mas também é perfeita para combinações inusitadas. Nos acabamentos mais estruturados (Vesuvio) Grigio Piombo adquire uma materialidade natural, enquanto se torna
cada vez mais refinado com os acabamentos Lithos, Satin e Lux",,"GRIGRIO_PIOMBO_LITHOS_PRODUCTO_WEB.jpg,GRIGRIO_PIOMBO_LUX_PRODUCTO_WEB.jpg,GRIGRIO_PIOMBO_SATIN_PRODUCTO_WEB.jpg,GRIGRIO_PIOMBO_VESUVIO_PRODUCTO_WEB.jpg",GRIGRIO_PIOMBO_AMBIENTE_WEB.jpg,GRIS ,"Brillo,Satin y texturizados (tipo Lithos o Vesuvio)",all,,,,,,all,,,,,Estándar: Tabla XXL  3365x1500 mm/Espesor: 12-30 mm,,"Reacción a la compresión: 483 N;mm2 2 Resistencia a la flexión: 53 N;mm2 Absorción de agua: 0,1%",ITALIA
TERRA AVANA,PORCELÁNICO,LAPITEC ,2000052367,"Calor, vitalidade e energia ressoam em Terra Avana, uma cor de forte personalidade estilística que se destaca em grandes placas: sua tonalidade confere às superfícies um visual único e inimitável nos quatro acabamentos disponíveis (Lux, Satin, Lithos e Vesuvio)",,"TERRA_AVANA_LITHOS_PRODUCTO_WEB.jpg,TERRA_AVANA_LUX_PRODUCTO_WEB.jpg,TERRA_AVANA_SATIN_PRODUCTO_WEB.jpg,TERRA_AVANA_VESUVIO_PRODUCTO_WEB.jpg",TERRA_AVANA_AMBIENTE_WEB.jpg,BEIGE ,"Brillo,Satin y texturizados (tipo Lithos o Vesuvio)",all,,,,,,all,,,,,Estándar: Tabla XXL  3365x1500 mm/Espesor: 12-30 mm,,"Reacción a la compresión: 483 N;mm2 2 Resistencia a la flexión: 53 N;mm2 Absorción de agua: 0,1%",ITALIA
EBANO,PORCELÁNICO,LAPITEC ,2000051719,"O ébano é uma madeira compacta, escura e resistente, qualidades que se expressam nesta tonalidade das placas Lapitec. Elegante e formal, a cor veste as superfícies de forma diferente, dando reflexos únicos e irrepetíveis nos quatro acabamentos em que está disponível (Lux, Satin, Lithos e Vesuvio).",,"TERRA_EBANO_LITHOS_PRODUCTO_WEB.jpg,TERRA_EBANO_LUX_PRODUCTO_WEB.jpg,TERRA_EBANO_SATIN_PRODUCTO_WEB.jpg,TERRA_EBANO_VESUVIO_PRODUCTO_WEB.jpg",TERRA_EBANO_AMBIENTE_WEB.jpg,MARRÓN ,"Brillo,Satin y texturizados (tipo Lithos o Vesuvio)",all,,,,,,all,,,,,Estándar: Tabla XXL  3365x1500 mm/Espesor: 12-30 mm,,"Reacción a la compresión: 483 N;mm2 2 Resistencia a la flexión: 53 N;mm2 Absorción de agua: 0,1%",ITALIA
GRIGIO CEMENTO,PORCELÁNICO,LAPITEC ,2000051831,"Um tom sólido, com forte estabilidade de cor. Como o cimento: durável, versátil e resistente. Grigio Cemento é uma cor moderna e metropolitana, ideal para decorar interiores e exteriores graças aos sete acabamentos disponíveis (Lux, Satin, Lithos e Vesuvio)",,"GRIGIO_CEMENTO_LITHOS_PRODUCTO_WEB.jpg,GRIGIO_CEMENTO_LUX_PRODUCTO_WEB.jpg,GRIGIO_CEMENTO_SATIN_PRODUCTO_WEB.jpg,GRIGIO_CEMENTO_VESUVIO_PRODUCTO_WEB.jpg",GRIGIO_CEMENTO_AMBIENTE_WEB.jpg,GRIS ,"Brillo,Satin y texturizados (tipo Lithos o Vesuvio)",all,,,,,,all,,,,,Estándar: Tabla XXL  3365x1500 mm/Espesor: 12-30 mm,,"Reacción a la compresión: 483 N;mm2 2 Resistencia a la flexión: 53 N;mm2 Absorción de agua: 0,1%",ITALIA
BIANCO POLARE,PORCELÁNICO,LAPITEC ,2000050901,"Brilhante e diáfano, esta cor é um elemento distintivo em cada aplicação. Uma elegância sóbria e discreta que não precisa ser chamativa: nos acabamentos mais estruturados (Lithos e Vesuvio.) adquire uma materialidade muito natural, tornando-se progressivamente mais sedosa nos acabamentos Satin e Lux.",,"BIANCO_POLARE_LITHOS_PRODUCTO_WEB.jpg,BIANCO_POLARE_LUX_PRODUCTO_WEB.jpg,BIANCO_POLARE_SATIN_PRODUCTO_WEB.jpg,BIANCO_POLARE_VESUVIO_PRODUCTO_WEB.jpg",BIANCO_POLARE_AMBIENTE_WEB.jpg,ROSA,"Brillo,Satin y texturizados (tipo Lithos o Vesuvio)",all,,,,,,all,,,,,Estándar: Tabla XXL  3365x1500 mm/Espesor: 12-30 mm,,"Reacción a la compresión: 483 N;mm2 2 Resistencia a la flexión: 53 N;mm2 Absorción de agua: 0,1%",ITALIA
NERO ANTRACITE,PORCELÁNICO,LAPITEC ,2000050913,"Estilo, charme e fascínio são a essência do Nero Antracite: um tom que lembra as nuances de um vestido de noite. Disponível em quatro acabamentos (Lux, Satin, Lithos e Vesuvio), a cor expressa grande versatilidade, indo desde o requinte dos acabamentos mais brilhantes até a delicada rugosidade dos mais estruturados.",,"NERO_ANTRACITE_LITHOS_PRODUCTO_WEB.jpg,NERO_ANTRACITE_LUX_PRODUCTO_WEB.jpg,NERO_ANTRACITE_SATIN_PRODUCTO_WEB.jpg,NERO_ANTRACITE_VESUVIO_PRODUCTO_WEB.jpg",NERO_ANTRACITE_AMBIENTE_WEB.jpg,NEGRO,"Brillo,Satin y texturizados (tipo Lithos o Vesuvio)",all,,,,,,all,,,,,Estándar: Tabla XXL  3365x1500 mm/Espesor: 12-30 mm,,"Reacción a la compresión: 483 N;mm2 2 Resistencia a la flexión: 53 N;mm2 Absorción de agua: 0,1%",ITALIA
ARABESCATO MICHELANGELO,PORCELÁNICO,LAPITEC ,2000053207,"Lapitec homenageia o maior dos artistas com uma cor que apresenta nuances delicadas criadas por listras escuras sobre um fundo claro. Lux, Satin e Lithos são os acabamentos de corpo inteiro propostos: três sensações e sugestões diferentes que oferecem emoções intemporais.",,"ARABESCATO_MICHELANGELO_LITHOS_PRODUCTO_WEB.jpg,ARABESCATO_MICHELANGELO_LUX_PRODUCTO_WEB.jpg,ARABESCATO_MICHELANGELO_SATIN_PRODUCTO_WEB.jpg",ARABESCATO_MICHELANGELO_AMBIENTE_WEB.jpg,BLANCO,"Brillo,Satin y Lithos",all,,,,,,all,,,,,Estándar: Tabla XXL  3365x1500 mm/Espesor: 12-30 mm,,"Reacción a la compresión: 483 N;mm2 2 Resistencia a la flexión: 53 N;mm2 Absorción de agua: 0,1%",ITALIA
ARABESCATO PERLA,PORCELÁNICO,LAPITEC ,2000051802,"Um tom precioso de elegância inata com reflexos rosados, que é enriquecido de charme graças aos veios que percorrem toda a superfície e a massa das lajes. Existem três acabamentos disponíveis: Lux, Satin e Lithos.",,"ARABESCATO_PERLA_LITHOS_PRODUCTO_WEB.jpg,ARABESCATO_PERLA_LUX_PRODUCTO_WEB.jpg,ARABESCATO_PERLA_SATIN_PRODUCTO_WEB.jpg",ARABESCATO_PERLA_AMBIENTE_WEB.jpg,BEIGE ,"Brillo,Satin y Lithos",all,,,,,,all,,,,,Estándar: Tabla XXL  3365x1500 mm/Espesor: 12-30 mm,,"Reacción a la compresión: 483 N;mm2 2 Resistencia a la flexión: 53 N;mm2 Absorción de agua: 0,1%",ITALIA
BIANCO ASSOLUTO                      ,PORCELÁNICO,LAPITEC ,2000052380,"Pureza e luminosidade brilham em todo o seu esplendor em Bianco Assoluto. Uma cor essencial que expressa seu poder e força através de sua extrema elegância. Forjadas pela natureza, as placas são apresentadas em
quatro acabamentos diferentes: Lux, Satin, Lithos e Vesuvio. Uma pedra que traz uma atmosfera etérea ou contrastes de cores marcantes, dando a cada espaço um apelo moderno",,"BIANCO_ASSOLUTO_LITHOS_PRODUCTO_WEB.jpg,BIANCO_ASSOLUTO_LUX_PRODUCTO_WEB.jpg,BIANCO_ASSOLUTO_SATIN_PRODUCTO_WEB.jpg,BIANCO_ASSOLUTO_VESUVIO_PRODUCTO_WEB.jpg",BIANCO_ASSOLUTO_AMBIENTE_WEB.jpg,BLANCO,"Brillo,Satin y texturizados (tipo Lithos o Vesuvio)",all,,,,,,all,,,,,Estándar: Tabla XXL  3365x1500 mm/Espesor: 12-30 mm,,"Reacción a la compresión: 483 N;mm2 2 Resistencia a la flexión: 53 N;mm2 Absorción de agua: 0,1%",ITALIA
BIANCO VITTORIA,PORCELÁNICO,LAPITEC ,,"Os veios, que percorrem toda a profundidade da laje, estão presentes na superfície, na espessura e principalmente no coração do material. Em Bianco Vittoria eles têm uma forma sinuosa e um contraste marcante",,"BIANCO_VITTORIA_LITHOS_PRODUCTO_WEB.jpg,BIANCO_VITTORIA_LUX_PRODUCTO_WEB.jpg,BIANCO_VITTORIA_SATIN_PRODUCTO_WEB.jpg",BIANCO_VITTORIA_AMBIENTE_WEB.jpg,BLANCO,"Brillo,Satin y Lithos",all,,,,,,all,,,,,Estándar: Tabla XXL  3365x1500 mm/Espesor: 12-30 mm,,"Reacción a la compresión: 483 N;mm2 2 Resistencia a la flexión: 53 N;mm2 Absorción de agua: 0,1%",ITALIA
BIANCO ELETTRA,PORCELÁNICO,LAPITEC ,,"Caracterizado por veios longos que se cruzam em toda a sua espessura, Bianco Elettra é projetado com linhas retas e cantos vivos para um efeito fortemente contemporâneo.",,"BIANCO_ELETTRA_LITHOS_PRODUCTO_WEB.jpg,BIANCO_ELETTRA_LUX_PRODUCTO_WEB.jpg,BIANCO_ELETTRA_SATIN_PRODUCTO_WEB.jpg",BIANCO_ELETTRA_AMBIENTE_WEB.jpg,BLANCO,"Brillo,Satin y Lithos",all,,,,,,all,,,,,Estándar: Tabla XXL  3365x1500 mm/Espesor: 12-30 mm,,"Reacción a la compresión: 483 N;mm2 2 Resistencia a la flexión: 53 N;mm2 Absorción de agua: 0,1%",ITALIA
NERO ASSOLUTO                          ,PORCELÁNICO,LAPITEC ,2000052293,"Elegância, modernidade e classe: O Nero Assoluto expressa sua forte personalidade através das intensas nuances dos elementos naturais. Uma pedra de caráter assertivo que confere um acabamento diferenciado a qualquer espaço arquitetônico. Ideais para as mais variadas aplicações, as placas estão disponíveis em quatro acabamentos clássicos: Lux, Velluto, Lithos e Vesuvio.",,"NERO_ASSOLUTO_LITHOS_PRODUCTO_WEB.jpg,NERO_ASSOLUTO_LUX_PRODUCTO_WEB.jpg,NERO_ASSOLUTO_SATIN_PRODUCTO_WEB.jpg,NERO_ASSOLUTO_VESUVIO_PRODUCTO_WEB.jpg",NERO_ASSOLUTO_AMBIENTE_WEB.jpg,BLANCO,"Brillo,Satin y texturizados (tipo Lithos o Vesuvio)",all,,,,,,all,,,,,Estándar: Tabla XXL  3365x1500 mm/Espesor: 12-30 mm,,"Reacción a la compresión: 483 N;mm2 2 Resistencia a la flexión: 53 N;mm2 Absorción de agua: 0,1%",ITALIA
BIANCO GIULIA,PORCELÁNICO,LAPITEC ,,"Bianco Giulia oferece uma variação na espessura dos veios para uma decoração heterogênea, destacando os contrastes de cinza na base branca. Está disponível em diferentes formatos e acabamentos de mesa.",,"BIANCO_GIULIA_LUX_PRODUCTO_WEB.jpg,BIANCO_GIULIA_SATIN_PRODUCTO_WEB.jpg",BIANCO_GIULIA_AMBIENTE_WEB.jpg,BLANCO,"Brillo,Satin ",all,,,,,,all,,,,,Estándar: Tabla XXL  3365x1500 mm/Espesor: 12-30 mm,,"Reacción a la compresión: 483 N;mm2 2 Resistencia a la flexión: 53 N;mm2 Absorción de agua: 0,1%",ITALIA
BASALT BLACK,PORCELÁNICO,SAPIENSTONE,2000051601,Porcelânico inspirado nas rochas vulcânicas. As cores pretas como esta acrescem uma elegância extrema à bancada da cozinha.,,BASALT_BLACK_PRODUCTO_WEB.jpg,BASALT_BLACK_AMBIENTE_WEB.jpg,NEGRO,NATURAL ,COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
BASALT CREAM,PORCELÁNICO,SAPIENSTONE,2000051602,Porcelânico imitação das rochas vulcânicas. Tem um tom suave que irá proporcionar à cozinha uma sensação de espaço e calma.,,BASALT_CREAM_PRODUCTO_WEB.jpg,BASALT_CREAM_AMBIENTE_WEB.jpg,BEIGE ,NATURAL ,COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
BIANCO LASA,PORCELÁNICO,SAPIENSTONE,2000051611,"Porcelânico que imita um mármore que é tendência absoluta, com umas riscas muito suaves que combinam perfeitamente com móveis de cozinha de todas as cores. O Bianco Lasa produz-se em acabamento natural e polido.",,"BIANCO_LASA_NATURAL_PRODUCTO_WEB.jpg,BIANCO_LASA_PULIDO_PRODUCTO_WEB.jpg",BIANCO_LASA_AMBIENTE_WEB.jpg,BLANCO,"NATURAL,POLIDO",COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
BROWN EARTH,PORCELÁNICO,SAPIENSTONE,2000051920,Porcelânico de cor fusão de castanhos chocolate que confere à peça um carácter único para o seu uso como bancada. Superfície levemente estruturada.,,BROWN_EARTH_PRODUCTO_WEB.jpg,BROWN_EARTH_AMBIENTE_WEB.jpg,MARRÓN ,NATURAL ,COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
CALACATTA,PORCELÁNICO,SAPIENSTONE,2000051623,"Porcelânico que imita um mármore branco puro, um produto de tendência. Apresenta-se com acabamento natural e polido.",,CALACATTA_PRODUCTO_WEB.jpg,CALACATTA_AMBIENTE_WEB.jpg,BLANCO,"NATURAL,POLIDO",COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
